jmdict_id,term,g,t,field_id,kind,severity,old,new,reason,shard,batch
1169870,飲む,362,11,f14e1328t11,gloss,major,吞下,克制,hold back 指克制/抑制，原译‘吞下’错配。,1,9
1169870,飲む,362,12,f14e1328t12,gloss,major,吞下,咽下（眼泪）,swallow one's tears 需保留眼泪对象，原译‘吞下’遗漏限定。,1,9
1169870,飲む,362,13,f14e1328t13,gloss,major,吞下,喘过气来,catch one's breath 指喘过气来，原译‘吞下’错义。,1,9
1169870,飲む,362,14,f14e1328t14,gloss,major,吞下,接受,accept a demand/conditions 指接受要求或条件，原译‘吞下’错义。,1,9
1169870,飲む,362,15,f14e1328t15,gloss,major,吞下,同意,agree to 指同意，原译‘吞下’错义。,1,9
1169870,飲む,362,16,f14e1328t16,gloss,major,吞下,轻视,make light of someone 指轻视，原译‘吞下’错义。,1,9
1169870,飲む,362,17,f14e1328t17,gloss,major,吞下,不把……当回事,think nothing of 指不把……当回事，原译‘吞下’错义。,1,9
1169870,飲む,362,18,f14e1328t18,gloss,major,吞下,压倒,overwhelm 指压倒，原译‘吞下’错义。,1,9
1169870,飲む,362,19,f14e1328t19,gloss,major,吞下,震慑,overawe 指震慑，原译‘吞下’错义。,1,9
1169870,飲む,362,20,f14e1328t20,gloss,major,吞下,携带（暗藏的匕首等）,carry a concealed dagger 指携带暗藏匕首，原译‘吞下’错义。,1,9
1169870,飲む,362,21,f14e1328t21,gloss,major,吞下,藏在（袖子等）里,conceal up one's sleeve 指藏在袖中，原译‘吞下’错义。,1,9
1413940,大事,399,3,f38e744t3,example,minor,我会将您这番切中要害的话语铭记于心。,我会将您这番亲切的话语铭记于心。,日文 親切な言葉 与英文 kind words 指亲切的话语，原译‘切中要害’错义。,1,10
1610040,せい,432,5,f59e1358t5,note,minor,常作……的せい,常作“……的せい”,该 note 需说明句型，原译残留未翻译的日文せい，应写为‘……的せい’并保留形式说明。,1,10
1217700,頑張る,460,6,f19e730t6,example,major,不，只要努力就能做到。,对，只要努力就能做到。,"英文 Yes, he can 与日文 いや 为肯定回应语境，原译‘不，只要’否定了回答。",1,11
1216280,まるで,534,12,f19e499t12,example,major,我完全不明白那个理由。,我完全不明白为什么会这样。,英文 why it is so 与日文 その理由 表达‘为什么会这样’，原译‘那个理由’不合中文且改变疑问含义。,1,13
1216280,まるで,534,16,f19e499t16,gloss,minor,全然,完全地,positive gloss wholly 应为完全地，‘全然’通常用于否定句，语气不匹配。,1,13
1545790,様,517,5,f50e1556t5,example,major,你变成这样了。,你怎么弄成这样了？,英文 How did you get into this mess? 与日文 このざまはどうしたんだ 为质问发生了什么，原译漏掉疑问和 mess 含义。,1,13
1402540,疾る,576,12,f37e592t12,example,minor,他瞄准巴士拼命地跑。,他拼命朝巴士跑去。,made a dash for the bus 表示朝巴士飞奔，原译‘瞄准巴士’搭配不当。,1,14
1402540,趨る,579,4,f37e593t4,gloss,minor,旅行,行驶,车辆语境的 to travel 指行驶，原译‘旅行’不合车辆动作。,1,15
1189360,何方,633,5,f16e1329t5,xref,major,他,① 这边；这个方向,xref 英文 this way; this direction，原译‘他’完全错义。,1,15
1000520,あらー,635,2,f1e92t2,gloss,major,哎呀，请叫我安吉拉。,哎呀！,gloss oh no，原译串入下一例句内容。,1,15
1000520,あらー,635,3,f1e92t3,example,major,锯缘平鲉（Niphon spinosus）,啊，请叫我安吉拉。,英文和日文例句是请称呼我Angela，原译串入鱼类释义。,1,15
1576150,１人,665,12,f53e1800t12,example,minor,他一独自一人，就立刻坐在那里打开了那封信。,他一独自一人，就立刻打开了那封信。,英文与日文只表达独自后打开信件，原译凭空增加‘坐在那里’。,1,16
1295070,済む,680,4,f26e1414t4,example,major,十点钟刚过，工作就结束了。,十点前不久，工作就结束了。,英文 just before ten、日文 １０時ちょっと前 明确为十点前，原译‘十点钟刚过’方向相反。,1,16
1006640,然う然う,750,12,f1e1517t12,example,major,啊，对了，那个调子。,对，就是这样。,日文「そうそうその調子」表示称赞对方做得对、保持这个劲头；原译“啊，对了，那个调子”误解为想起事情且中文不通。,1,18
1006950,抑,773,13,f1e1606t13,example,major,反正，大多数事故都不是发生在热带雨林，而是发生在身边。,毕竟，大多数事故都不是发生在热带雨林，而是发生在身边。,此例英译为 after all，日文「そもそも」在句中是追溯说明的“毕竟/本来”；原译“反正”语气和逻辑不符。,1,18
1213400,甘い,788,31,f18e1934t31,example,minor,她被他甜言蜜语所骗。,她被他的甜言蜜语所骗。,中文例句漏掉“的”，原译“被他甜言蜜语所骗”语法不通；日文及英文均为被他的甜言蜜语欺骗。,1,18
1009290,どれ,833,1,f2e53t1,example,minor,你可以任选其中哪一个。,你可以任选其中一个。,汉语陈述句中“任选其中哪一个”搭配不通；日文表示可从那些选一个。,1,19
1009290,どれ,833,3,f2e53t3,xref,major,① 那个；它,① 这个；这个东西,xref 英文为 this; this one，原译“那个；它”把指示方向译反。,1,19
1009290,どれ,833,4,f2e53t4,xref,major,① 哪一个（三者或以上）,① 那个；它,xref 英文为 that; it，原译“哪一个（三者或以上）”错译成疑问代词。,1,19
1483185,あっち,847,6,f45e72t6,xref,major,他,这边；这个方向,xref 英文为 this way; this direction，原译“他”明显错义。,1,19
1160820,一つ,858,4,f13e1514t4,example,major,其一，我既贫穷又忙碌。,其一，我很穷；其二，我很忙。,英文和日文均包含“其一……其二/另外……”两项，原译漏掉后半句且将既贫穷又忙碌误合并。,1,19
1388410,先輩,864,5,f35e1655t5,example,major,我们把他尊为良师益友。,我们尊敬他，认为他是一位优秀的前辈。,日文「よき先輩」及英文 good senior 指优秀的前辈，原译“良师益友”凭空增添教师和朋友含义。,1,19
1451180,動き,885,3,f41e1779t3,example,minor,爱的动向不可解。,爱情的运行方式神秘莫测。,英文及日文的 movement 指爱情的运行/发展方式；原译“爱的动向不可解”搭配生硬，未自然表达 mysterious ways。,1,20
1433030,徹る,894,17,f40e342t17,gloss,major,被展示,被带入室内,to be shown in 在此与 ushered in 同义，指被带入室内；原译“被展示”把 show 误作展示物品。,1,20
1169250,引く,897,70,f14e1140t70,gloss,major,被排斥,感到反感,to be turned off 指因某人言行而反感/败兴，原译“被排斥”改变了主客体方向。,1,20
1401310,相変わらず,909,5,f37e277t5,example,minor,你看起来一如既往的健康。,你看起来一如既往地健康。,中文副词修饰“健康”应使用“地”；原译“一如既往的健康”结构不通。,1,20
1155150,以前,916,3,f13e495t3,example,critical,我会尽力，但最好也只能在周四之前完成。,我会尽力，但即使情况最好也无法在周四之前完成。,英文 at best 明确表示“充其量/即使最好”，且 not be able 为否定；原译“最好也只能在周四之前完成”反转了能否完成的事实。,1,21
1576200,一生,946,5,f53e1813t5,example,major,自住房是一生中最大的购买，所以不能那么草率地决定。,买房是一生一次的购买，所以不能草率决定。,英文 once-in-a-lifetime purchase 及日文「一生の買い物」表示一生一次的购买，原译“最大的购买”错译 once。,1,21
1277080,向く,975,14,f25e53t14,example,minor,随脚所指向走。,任由双脚带着走。,日文「足の向くままに歩いた」表示任由双脚带着走，原译“随脚所指向走”中文搭配生硬。,1,22
1554310,料理,1006,9,f51e1242t9,example,critical,套装,优点：用各种连招自由料理敌人的乐趣。,日文和英文明确是游戏说明“用各种连招自由料理敌人的乐趣”，原译“套装”完全错义且遗漏整句。,1,22
1010150,はっきり,1026,3,f2e196t3,example,minor,并且所记载的内容全部都清晰地记载着。,然后，所有写下的内容都清清楚楚。,英文 completely clear 与日文 はっきりと書かれている表达内容清楚，原译“清晰地记载着”重复且不通。,1,22
1501620,掃う,1042,11,f46e1266t11,gloss,major,支付（如注意力）,付出（如注意力）,pay attention 是“付出/投入注意力”，原译“支付（如注意力）”将 pay 的金钱义误套到 attention。,1,22
2845172,ちょ,1079,2,f192e824t2,gloss,major,喂,得了吧！,come on 表示催促或不耐烦，不是招呼语“喂”。,1,23
2845172,ちょ,1079,3,f192e824t3,xref,major,⑤ 喂！；喂；喂,⑤ 喂！；得了吧；劳驾/不好意思,xref 中 come on 与 excuse me 被旧译误并为“喂”，需保留各义。,1,23
1589040,遅れる,1081,1,f55e1840t1,gloss,major,迟到,被延误,to be delayed 是被延误/推迟，不是迟到。,1,23
1589040,遅れる,1081,3,f55e1840t3,gloss,major,迟到,逾期,overdue 表示超过期限，不是迟到。,1,23
1589040,遅れる,1081,11,f55e1840t11,gloss,major,去世,失去（亲人）,be bereaved of 表示失去亲人，不是本人去世。,1,23
1589040,遅れる,1081,12,f55e1840t12,gloss,major,去世,（某人）先于自己去世,be preceded by someone in death 表示某人先于自己死亡。,1,23
1535440,目指す,1088,2,f49e1519t2,gloss,major,志于,看中,have an eye on 表示看中或盯上，旧译“志于”改变了语义。,1,23
1154330,暗い,1095,1,f13e345t1,gloss,minor,昏暗,阴郁,gloomy 描写情绪或气氛阴郁，不是物理昏暗。,1,24
1203270,外す,1099,19,f17e1913t19,gloss,major,错过（目标、机会、拳法等）,错过（目标、机会、拳头等）,punch 在此指拳头/一拳，旧译“拳法”指武术技法。,1,24
1012510,もしかしたら,1155,2,f2e711t2,gloss,major,偶然,碰巧,perchance 是“或许/碰巧”，旧译“偶然”在此词条中不自然且与 chance 名词混淆。,1,24
1318090,自然,1158,5,f28e1863t5,example,critical,不能仅仅为了生态学而忍耐，需要与自然和谐共处的舒适居住环境。,不能仅仅为了生态，舒适且与自然和谐相处的居住环境也是必要的。,原句说明自然和谐的舒适居住环境是必要的，旧译误译为忍耐并改变了句意。,1,25
1432900,通す,1182,25,f40e310t25,example,major,他们挖穿了一座隧道。,他们在山中打通了一条隧道。,through the hill 修饰隧道施工，旧译“挖穿了一座隧道”搭配和对象均不对。,1,25
1432900,通す,1182,59,f40e310t59,note,major,作“～火（热）”,作“火（热）を通す”,note 引用日语固定表达，旧译颠倒了表达顺序且残缺。,1,25
1432900,通す,1182,61,f40e310t61,gloss,major,穿过（如汤）,过（如汤）,to pass through a broth 指把食材过汤/焯过，不是空间意义上的“穿过”。,1,25
1219680,寄る,1188,12,f19e1101t12,gloss,major,变高,（数值等）增长,grow high of a number 表示数值上升或增长，不是物理变高。,1,25
1199900,壊れる,1223,0,f17e1203t0,gloss,major,破碎,坏掉的,be broken 是损坏/坏掉，不能统一译为破碎。,1,26
1199900,壊れる,1223,1,f17e1203t1,gloss,major,破碎,破裂；坏掉,to break 的一般义不只限于物体破碎。,1,26
1199900,壊れる,1223,2,f17e1203t2,gloss,major,破碎,散架,fall apart 表示散架或分崩离析。,1,26
1199900,壊れる,1223,3,f17e1203t3,gloss,major,破碎,倒塌,collapse 表示倒塌/崩塌。,1,26
1199900,壊れる,1223,4,f17e1203t4,gloss,major,破碎,被毁坏,be destroyed 是被毁坏，不是破碎。,1,26
1199900,壊れる,1223,5,f17e1203t5,gloss,major,破碎,受损,be damaged 表示受损。,1,26
1199900,壊れる,1223,10,f17e1203t10,gloss,major,破裂,告吹（计划、交易等）,plan/deal fall through 表示计划或交易告吹。,1,26
1199900,壊れる,1223,11,f17e1203t11,gloss,major,破裂,崩溃,collapse 在计划或关系语境中表示崩溃。,1,26
1199900,壊れる,1223,12,f17e1203t12,gloss,major,破裂,破裂（关系、谈判等）,break down of a relationship/negotiations 表示关系或谈判破裂。,1,26
1199900,壊れる,1223,13,f17e1203t13,gloss,major,破裂,中断,be broken off 表示中断或终止。,1,26
1199900,壊れる,1223,14,f17e1203t14,gloss,major,破裂,被破坏（气氛、形象等）,be ruined of an atmosphere/image 表示被破坏，不是破裂。,1,26
1432850,通う,1227,5,f40e303t5,gloss,major,参加,上（学校等）,attend school/work 表示上学或到单位，不是泛指参加。,1,26
1253190,迎える,1232,11,f22e1688t11,example,major,已决定立即召见他。,把（某人）叫来,be sent for 表示派人叫来，不是带有权威意味的召见。,1,26
1320800,実,1252,2,f29e333t2,example,critical,生物在地球上存在了三十亿多年，直到其中一个开始意识到真实，它们才完全不知道自己为何存在。,生物在地球上存在了三十多亿年，一直不知道其中的原因，直到其中一个终于意识到真相。,英文和日文说明真相终于被其中一个生物意识到，旧译后半句逻辑相反且语序失真。,1,26
2835613,んな,1275,3,f183e661t3,xref,critical,不！,① 那样；那种；那类；像那样,xref 对应 such/that sort 等指示词义，旧译“不！”完全错义。,1,26
1404320,息,1313,6,f37e958t6,example,major,他们呼吸完全一致。,他们彼此配合得十分默契。,perfect match/息がぴたりと合う表示配合默契，旧译“呼吸完全一致”是逐字直译且不通顺。,1,27
1298790,撮る,1376,5,f27e64t5,note,major,尤其指“录る”,尤其写作“録る”,note 指日语汉字表记，旧译使用中文简化字“录る”而非源词的“録る”。,1,28
1164170,一切,1389,7,f14e149t7,gloss,major,（毫无）例外,（完全）没有；丝毫没有,none whatsoever 表示完全没有，旧译“毫无例外”改变了否定范围。,1,28
1552130,流れ,1395,14,f51e793t14,example,major,一旦事情发展到这种地步，到头来不过是橡果之间的高度对比罢了。,一旦事情发展到这种地步，最终也不过是半斤八两。,日语“どんぐりの背比べ”是彼此不相上下的惯用语，旧译成了橡果高度对比。,1,28
1288340,腰,1409,4,f26e280t4,example,minor,腰上有慢性病。,我的腰有毛病。,back problems/腰に持病があります表示腰部有问题，旧译“腰上有慢性病”搭配不自然。,1,28
1310090,支える,1428,3,f28e305t3,gloss,major,支撑,垫在下面,underlay 表示垫在下方或作为底衬，不是一般意义的支撑。,1,28
2089490,やあ,1453,7,f104e740t7,gloss,minor,喂！,呀！,日语やあ在此义项标注为喊叫的 yah；中文“喂”偏向呼唤他人，改为对应的感叹喊声“呀”。,1,29
2092660,たる,1485,5,f104e1218t5,xref,major,④ 成为,④ 是,该 xref 英文明确为 to be，中文“成为”改变了系词含义；应译为“是”。,1,29
2861638,レベル,1536,0,f208e66t0,gloss,major,叛乱者,水平,日语词头レベル意为 level；现译“叛乱者”对应 rebel，与词头明显错义。,1,30
1514110,摑まる,1566,3,f47e1676t3,gloss,major,被抓住,抓住,to hold on to 是主动抓住/抓牢，现译“被抓住”增加了被动语态。,1,30
1514110,摑まる,1566,4,f47e1676t4,gloss,major,被抓住,抓住,to grasp 是主动抓住，现译“被抓住”改变了语态。,1,30
1591100,利く,1594,5,f56e682t5,xref,major,使药物有效,药物有效,xref 英文为 to have medicine be effective，表示药物有效/见效；现译“使药物有效”变成使役义。,1,30
1502840,分,1632,2,f46e1596t2,gloss,major,分（一文的十分之一，5.787粒）,分（匁的十分之一，5.787格令）,fun 的英文明确是 monme 的十分之一；“一文”是货币单位，且 grains 应译为重量单位“格令”，原译单位错误。,1,31
1360770,心臓,1638,4,f33e79t4,gloss,major,胆气,厚脸皮,figurative cheek 表示厚颜/厚脸皮，原译“胆气”错义。,1,31
1360770,心臓,1638,6,f33e79t6,gloss,major,胆气,骨气,figurative spine 表示骨气/坚毅，原译“胆气”不对应英文义。,1,31
1359620,信用,1639,6,f32e1818t6,example,major,没有足够的信用，买房子是不合理的。,没有足够的信用，买房子是不可能的。,英文 impossible 表示不可能，原译“不合理”改变了判断。,1,31
1495770,附ける,1685,29,f46e144t29,gloss,minor,安置,使处于看守或医生照料之下,to place under guard or doctor 明确包含置于看守或医生照料之下，原译“安置”遗漏限定关系。,1,32
1495770,附ける,1685,30,f46e144t30,example,major,警官盯上了那个男人。,警察跟踪了那个男人。,日语つけた及英文followed表示实际跟踪，原译“盯上了”仅表示锁定目标，改变行为。,1,32
1495770,附ける,1685,46,f46e144t46,gloss,major,演奏附加乐器,靠（在对方棋子紧邻处落子）,围棋标签下 play an attachment 指靠着对方棋子落子，原译误作演奏乐器。,1,32
1495770,附ける,1685,48,f46e144t48,xref,major,③ 附加；接触演奏,③ 靠；紧贴对方棋子落子,该围棋 xref 的 contact play 是接触/靠着落子，原译“接触演奏”误解为音乐义。,1,32
1485350,飛び出す,1711,17,f45e471t17,note,minor,作为……を飛び出す,用于“……を飛び出す”,中文 note 不应保留“作为……を飛び出す”的日中混杂句式，应明确说明该句型用法。,1,32
1581930,弟,1727,5,f54e1530t5,gloss,major,弟媳（配偶的弟弟或妹妹的丈夫）,小舅子或妹夫（配偶的弟弟或妹妹的丈夫）,英文定义是配偶的弟弟或妹妹的丈夫，原译“弟媳”指弟弟的妻子，亲属关系相反。,1,32
1581930,弟,1727,6,f54e1530t6,xref,major,① 弟媳（配偶的弟弟或妹妹的丈夫）,① 小舅子或妹夫（配偶的弟弟或妹妹的丈夫）,xref 同样明确指配偶的弟弟或妹妹的丈夫，原译“弟媳”错指女性配偶。,1,32
1349480,承知,1746,10,f31e1845t10,example,major,好的。您的提议我已收到。,好的。我接受您的提议。,英文 accept your offer 及日语承知しました表示接受提议，原译“已收到”弱化并改变语义。,1,32
1318250,自体,1758,5,f28e1885t5,gloss,major,天然,自然地,naturally 是副词“自然地”，原译“天然”是形容词/名词且语义不符。,1,33
